REGION,IS_AlemAgro?,APPLICANT_NAME,Сумма Субсудии,YEAR
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АЙҚЫН ЖҰЛДЫЗ""""""",7104191.96,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Макинка""",7079381,2022
Костанайская область,Other,КХ Пфунт И.Ф.,7075211,2022
Костанайская область,Other,КХ Тимотин Афанасий Николаевич,7070126,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Викторовское""",7065982,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Воскресеновка""",7065760,2022
Восточно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""КҮНБАҒЫС""",7059331.470000001,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Восток-1""",7057966,2022
Костанайская область,Other,КХ Церр С.А.,7051415.37,2021
Северо-Казахстанская область,Other,ФХ Нур,7049662.86,2021
Северо-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАФТ-СК""",7042827,2020
Северо-Казахстанская область,AlemAgro,"""""""ЛОБАНОВО"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",7039155,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Макс-Трейд К""",7016568,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Шаруа-Кокше""",7010582.069999999,2020
Костанайская область,Other,К.Х. Лукашев В.М.,7004054.64,2020
Костанайская область,Other,КХ Архангельский Ю.В.,6969096.26,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""ТОО СЕРП""",6963125,2021
Северо-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТРОНИН""",6954321.29,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Торғай Амангельді""",6952939.45,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Воскресеновка""",6948016.8100000005,2021
Северо-Казахстанская область,AlemAgro,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТРОНИН""",6943735.51,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Амирлан-Агро""",6935095.88,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Коктерек Н""",6917189.199999999,2021
Костанайская область,Other,КХ Павловский И.В,6903092.220000001,2021
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АГРОЦЕНТР-СТАТУС""""""",6901695.12,2020
Восточно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ушанова-Астана""",6856631.88,2021
Восточно-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ТРУД-13""""""",6838245.369999999,2020
Павлодарская область,Other,КХ Шаров,6835085.92,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Воскресеновка""",6824118.4,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""СБМ Ясем""",6816003,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""АгроКомТрейд""",6815091,2022
Северо-Казахстанская область,Other,"""ФЕРМЕРСКОЕ ХОЗЯЙСТВО """"ГУМЕНИК""""""",6804061.57,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ВИКТОРИЯ 2003""""""",6781178.220000001,2020
Акмолинская область,Other,Ахметов Нуржан Казбекович,6762168.680000001,2020
Павлодарская область,Other,КХ ВОСТРЕЙКИН,6762081.82,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Наббат-Пухальск""",6755470.41,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""АиК-Агро""",6749938,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Өленді-жер""",6746124.5,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Болашак-М""",6740740,2022
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Агрофирма Эксимнан""",6725994,2022
Акмолинская область,Other,Крестьянское хозяйство Бірлік,6722345.2,2021
Костанайская область,Other,"КХ ""Надежда""",6719871.39,2021
Восточно-Казахстанская область,AlemAgro,Крестьянское хозяйство Беловодье,6718046,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ильичёвка Азия""",6707441.5,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ажимбай-Агро""",6704907,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Шарык - Агро""",6698579,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Дархан-Жер""",6688351,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Егин""",6684795,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Бидай-Трэйд""",6677116,2022
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""АиК-Агро""",6676494,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""АКТАС""",6656123,2022
Северо-Казахстанская область,Other,"КХ ""ТАН""",6652793.03,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Беловка Агро""",6616069,2022
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Акселеу""",6615269,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""KazBeef Ltd"" (КазБиф Лтд)",6610604.88,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""СЕЗОН-СК""",6608839,2022
Костанайская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ТОГЫЗБАЙ-АГРО""""""",6604824.09,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""СЕНИМ ЖЕР""",6600487.5,2020
Костанайская область,Other,крестьянское хозяйство Макатов Каирбай Конкаевич,6590362,2022
Костанайская область,Other,к/х Чернешук,6585752.050000001,2020
Восточно-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Достық-АгроИнвест""",6540014,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""АЗКО""",6532098,2022
Павлодарская область,AlemAgro,"Товарищество с ограниченной ответственностью ""ASTYK-PV""",6530006,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Саадат-А""",6511687.07,2021
Костанайская область,Other,Индивидуальный предприниматель Розумович Дмитрий Васильевич,6499257,2022
Костанайская область,Other,"""""""ТЕРРА-К"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",6496505.37,2020
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"КАЗАГРОС-NO-TILL""""""",6486161.75,2020
Павлодарская область,Other,"Товарищество с ограниченной ответственностью ""Жумабек Агро""",6465779.74,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Надежденское""",6457803.569999999,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ТРАНСАГРОИНВЕСТ""",6457121.56,2021
Акмолинская область,Other,"товарищество с ограниченной ответственностью ""Айям-7""",6443771,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Ергольское""",6439064.109999999,2021
Восточно-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЫТНОЕ ХОЗЯЙСТВО МАСЛИЧНЫХ КУЛЬТУР ПЛЮС""",6430220.759999999,2020
Костанайская область,Other,"КХ ""УМУРЗАКОВ Р.А.",6427781.4399999995,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ажимбай-Агро""",6425481.24,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Виктория 2003""",6419331.04,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Агро Крестьянский Двор""",6416846.489999999,2021
Северо-Казахстанская область,AlemAgro,"КХ ""АГРОС""",6411534.4,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Пшеничное""",6405398.25,2021
Костанайская область,AlemAgro,К/Х АМАН,6400841.629999999,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Байтерек НП""",6390666.8,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Терра-К""",6387898,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Береке-Таң""",6381407.78,2020
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Агротрейд Кызылжар""",6377285.03,2021
Северо-Казахстанская область,Other,"""""""КЕНЖЕБОЛАТ АГРО"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",6369049.7700000005,2020
Акмолинская область,Other,"ПТ "" Колос""",6368224,2022
Костанайская область,Other,КХ Жусупова Б.Н.,6367044.359999999,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Агросевер""",6353035,2022
Костанайская область,Other,ГЕЙКО ЮЛИЯ ГЕННАДЬЕВНА,6352101.2,2020
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Даниловское и К""",6351552.37,2021
Костанайская область,Other,КХ Тимотин Афанасий Сергеевич,6348375,2022
Костанайская область,Other,КХ Тимотин Николай Николаевич,6348341,2022
Костанайская область,Other,Крестьянское хозяйство Зубченко Сергей Иванович,6341934,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Отрей""",6340793.840000001,2021
Северо-Казахстанская область,Other,КХ Удача,6314223.48,2020
Костанайская область,Other,К/Х Тимотин А.А.,6312830.8,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Даниал""",6307125.99,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Крафт-СК""",6275643.75,2021
Костанайская область,Other,Индивидуальный предприниматель Розумович Дмитрий Васильевич,6273336.25,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Фирма Викаген""",6271149.619999999,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Медний""",6269069,2022
Северо-Казахстанская область,Other,"КХ ""АГРОС""",6268257.99,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Айнұр-2030""",6264292.35,2021
Северо-Казахстанская область,Other,"КХ ""ЕрлДин""",6263853,2022
Северо-Казахстанская область,Other,"Фермерское хозяйство ""Гуменик""",6245387.5,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""СЕНИМ ЖЕР""",6212975,2021
Северо-Казахстанская область,Other,"К.Х. ""ОСКО""",6208016,2022
Костанайская область,Other,КХ ФЕНИКС,6207685.699999999,2020
Павлодарская область,Other,"Товарищество с ограниченной ответственностью ""АкБидай - 2019""",6206963.2,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Агро Крестьянский Двор""",6194507.45,2021
Северо-Казахстанская область,Other,ДАЛЛАКЯН КАРАПЕТ РАЗМИКОВИЧ,6192507.72,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""БЕКЗАТ-1""",6185218.739999999,2021
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АСАР-07""""""",6176349.39,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""СХП ""Байдалы-2""",6172031,2022
Акмолинская область,Other,"Крестьянское хозяйство ""Сымбат""",6165902.709999999,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Аксай Агро""",6163045.33,2021
Костанайская область,Other,"КХ ""Музыченко Е.Н.""",6161743,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Агрофирма Мирас Жер""",6144600,2021
Костанайская область,Other,"к/х ""Уразбекова""",6143383,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""NURSAM""",6138641,2022
Северо-Казахстанская область,Other,"КХ ""ЕрлДин""",6121396.41,2021
Павлодарская область,Other,"ФХ""Иртыш-Агро""",6118155,2022
Восточно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Зыбер""",6112840.48,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Агротрейд Кокше""",6111861.86,2021
Костанайская область,Other,крестьянское хозяйство Макатов Каирбай Конкаевич,6102534,2020
Северо-Казахстанская область,Other,"Фермерское хозяйство ""Гуменик""",6086698,2022
Костанайская область,Other,"Крестьянское хозяйство ""Мадина""",6077047.72,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Сервис-ЖАРС""",6072942.73,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"МАКАШ АГРО""""""",6068050.68,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Сенім""",6067659,2022
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ШАНГАЛ""""""",6060999.989999999,2020
Северо-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРД""",6060939,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Агро-Сега""",6054221.14,2021
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ПРЕСТИЖАГРО""""""",6037404.0600000005,2020
Костанайская область,Other,"КХ ""Кукаева К.Б.""",6019159.83,2020
Северо-Казахстанская область,Other,"Фермерское хозяйство в форме простого товарищества ""АСАММ""",6008391.959999999,2021
Северо-Казахстанская область,Other,"""""""КАРАСЁВ И К"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",6002544.2,2020
Северо-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СИМАРГЛ""""""",6001212.05,2020
Павлодарская область,AlemAgro,КХ ДЯТЛОВ,5999000,2022
Костанайская область,Other,Крестьянское Хозяйство Шыгыс,5988744.09,2020
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Тогызбай-Агро""",5985187.5,2020
Акмолинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"САРЫАРКА ТРАСТ""""""",5982406.57,2020
Восточно-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""БЫСТРУШИНСКОЕ""",5977761.82,2021
Костанайская область,Other,"крестьянское хозяйство ""Бисекенов Серик Дарбаевич""",5952515.59,2020
Павлодарская область,Other,КХ КОМАНОВ,5949201.53,2021
Костанайская область,Other,Крестьянское хозяйство Тауасаров Серик Кайноллинович,5946020,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ардақ и М""",5931749,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""ЖАЛГЫСКАН""",5929635,2022
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ДАРХАН-ЖЕР""""""",5903667.92,2020
Восточно-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЫБЕР""",5903046.84,2020
Акмолинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"BAYTAS AGRO""""""",5902445.91,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Солнышко- 2005""",5896763.62,2020
Костанайская область,AlemAgro,"Крестьянское хозяйство ""Золотой колос""",5894142,2022
Северо-Казахстанская область,AlemAgro,"Крестьянское хозяйство ""Родина""",5894049,2022
Восточно-Казахстанская область,Other,КХ Дородница,5890994,2022
Костанайская область,Other,Крестьянское хозяйство Кузнецов Олег Анатольевич,5883596.58,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Астана-2010""",5858092,2022
Акмолинская область,AlemAgro,"КХ ""Паскалиди Валерий Юрьевич""",5854400,2022
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ТУЫС-АГРО""""""",5849776.64,2020
Северо-Казахстанская область,Other,"""ФЕРМЕРСКОЕ ХОЗЯЙСТВО В ФОРМЕ ПРОСТОГО ТОВАРИЩЕСТВА """"ТАН""""""",5839284,2020
Восточно-Казахстанская область,AlemAgro,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЫТНОЕ ХОЗЯЙСТВО МАСЛИЧНЫХ КУЛЬТУР ПЛЮС""",5834715.95,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Мария села Корнеевка""",5830486,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Агро-РадА""",5830130.67,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""AgroCapital-2018 (АгроКапитал-2018)""",5829861.85,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Арман-ТСП""",5824009,2022
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Булаево Агро""",5820032,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Ебжанов и К""",5811307.149999999,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Өленді-жер""",5793138,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Северные поля""",5789505.31,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""КАРАТ-ДАН-СК""",5786892,2022
Павлодарская область,Other,КХ КОМАНОВ,5782539,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Азия Алтын-2000""",5778324.43,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Куртай-Агро""",5776358,2022
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Звездочка-Агро""",5765910.26,2021
Северо-Казахстанская область,Other,"Ф/Х ""Митин""",5756886,2022
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"КУРТАЙ-АГРО""""""",5745151.24,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Кен-Дала 2019""",5736593.48,2021
Павлодарская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АКБИДАЙ - 2019""""""",5736083.130000001,2020
Костанайская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИЯ АЛТЫН-2000""",5718494.4,2020
Северо-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАНИЯР-БИДАЙ""",5716730.52,2020
Костанайская область,AlemAgro,К/Х АМАН,5692774.4,2021
Северо-Казахстанская область,Other,Туницкий Николай Борисавич,5663171,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Жомарт-Жер-СК""",5663129,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Куйбышевское-Агро""",5661856,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""АгроЦентр-Статус""",5657570.14,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""АкНур2020""",5651305,2022
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЖАНАХАЙ""""""",5646178.71,2021
Акмолинская область,Other,Толемисов Махан Кенжегазинович,5644236.4,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Кокшетау Астык Инвест ЛТД""",5633883.21,2020
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Белозерка-2030""",5627180.61,2021
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ДАЙЫНДЫК-АГРО""""""",5618979,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Халвай -II""",5609049.249999999,2020
Костанайская область,Other,КХ Арсен,5590356.680000001,2021
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ЗЕМЛЯ ВОЗВЫШЕНКИ""""""",5589184.4,2020
Северо-Казахстанская область,Other,"ФХ ""Шынгыс""",5554606.33,2021
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ДАУБ""""""",5550143.42,2020
Северо-Казахстанская область,Other,"Фермерское хозяйство ""Диқаншы""",5549987.65,2021
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АКСАЙ АГРО""""""",5547912.4,2020
Акмолинская область,Other,"""""""КУМДЫКОЛЬ"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ""",5547548,2020
Костанайская область,Other,"КХ ""Алмаз""",5536014.5,2021
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"YESTAYEV IBRASH""""""",5527994.950000001,2020
Павлодарская область,Other,"Товарищество с ограниченной ответственностью ""Жумабек Агро""",5527586,2022
Павлодарская область,Other,КХ Енбек,5518094.8,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""БАРЫС-2011""",5517674,2022
Северо-Казахстанская область,Other,"КХ ""Твердовский""",5516983.159999999,2020
Северо-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАУЛЕТТІ ЕЛ""",5516496.23,2020
Восточно-Казахстанская область,Other,"Крестьянское хозяйство ""Каражал""",5513564.74,2020
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Канай би-1""",5503327,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Жанахай""",5498906.04,2021
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Щучинский гормолзавод""",5496202.5600000005,2021
Костанайская область,Other,Кх Булак,5492967,2022
Акмолинская область,Other,к/х Радон-Агро,5472428.899999999,2021
Северо-Казахстанская область,Other,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСКРЕСЕНОВКА""",5467869.05,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Керей-Шахат""",5455467.33,2021
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"БЕКСЕИТ""""""",5450592.85,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью""Акжол-БСБ""",5445938,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Манас""",5445338.83,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СӘНДІ - РАЙЫМБЕК""""""",5436847.85,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Эврика""",5401800.35,2021
Костанайская область,Other,крестьянское хозяйство Заводиленко Сергей Павлович,5400051.26,2021
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ВЕЛЕС ПНМ""""""",5396690.8,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью "" Пармен Агро""",5392090,2021
Северо-Казахстанская область,Other,"КХ ""Бурхат""",5382275.49,2020
Северо-Казахстанская область,AlemAgro,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «GRAIN RICH»,5375469.43,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ГАГАРИНО""""""",5359993.46,2020
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Содружество-2""",5357200,2022
Северо-Казахстанская область,Other,"""ФЕРМЕРСКОЕ ХОЗЯЙСТВО """"АНАР""""""",5356610,2020
Акмолинская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ДАНИЛОВСКОЕ И К""""""",5356148.97,2020
Восточно-Казахстанская область,Other,"Крестьянское хозяйство ""Каражал""",5351824.84,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Дархан-Жер""",5345370.25,2021
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Агро-Кудук-Агаш""",5331922,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Уялы-Астык""",5322238.71,2021
Костанайская область,Other,"Крестьянское хозяйство "" Аксу""",5316013,2022
Северо-Казахстанская область,Other,к/х Мереке,5306014,2022
Акмолинская область,Other,"КХ ""Егiнсай""",5296112.82,2021
Северо-Казахстанская область,Other,"КХ ""Ерлан""",5285397,2022
Восточно-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""СФ Песчанка""",5280000,2020
Костанайская область,Other,"Крестьянское хозяйство ""Налгиев Э.А.""",5277074,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Игілік Астық-2030""",5274374,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Агролизинг Кзылту""",5247418,2022
Северо-Казахстанская область,Other,КХ Светлана,5236636.24,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""КАНТЕМИР-АГРО""",5223192,2022
Акмолинская область,AlemAgro,"Акционерное общество ""Акмола-Феникс""",5218734,2022
Северо-Казахстанская область,Other,ФХ ADK AGRO,5214119,2022
Павлодарская область,Other,"ФХ  ""НУР""",5208510.359999999,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""YESTAYEV IBRASH""",5196162.6899999995,2021
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Родина""",5179507.3100000005,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Ергольское""",5166374,2022
Акмолинская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ШАНЫРАК Р""""""",5148437.51,2020
Костанайская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Ак-Бидай-Агро""",5142821,2022
